BusinessTripId,StartDate,EndDate,EmployeeId,PostalCode_x,City_x,OvernightStays,HotelCosts,TravelCosts,Currency_x,BranchId,Position,HiredOn,Salary,Currency_y,StrategicRegionId,City_y,PostalCode_y,Latitude,Longitude,OfficeSpaces,Dest_PC,Dest_City,Dest,Response Garbsen,Response Hannover,ResponseModGarbsen,ResponseModHannover,DistanceGarbsen,DurationGarbsen,DistanceHannover,DurationHannover,Garbsen_minutes,Hannover_minutes,UHC Garbsen,UHC Hannover
BT154111,2013-10-10,2013-10-11,E108228,49205,Hasbergen,1,183.65,26.48,EUR,B100007,Consultant,2008-07-23,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,49205,Hasbergen,49205%2C%20Hasbergen,"{
   ""destination_addresses"" : [ ""49205 Hasbergen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""138 km"",
                  ""value"" : 137656
               },
               ""duration"" : {
                  ""text"" : ""1 hour 30 mins"",
                  ""value"" : 5424
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""49205 Hasbergen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""144 km"",
                  ""value"" : 144382
               },
               ""duration"" : {
                  ""text"" : ""1 hour 38 mins"",
                  ""value"" : 5892
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49205 Hasbergen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '138 km', 'value': 137656}, 'duration': {'text': '1 hour 30 mins', 'value': 5424}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['49205 Hasbergen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '144 km', 'value': 144382}, 'duration': {'text': '1 hour 38 mins', 'value': 5892}, 'status': 'OK'}]}], 'status': 'OK'}",138 km,1 hour 30 mins,144 km,1 hour 38 mins,90,98,183.65,183.65
BT157649,2014-12-26,2014-12-29,E108228,54533,Oberkail,3,536.16,32.54,EUR,B100007,Consultant,2008-07-23,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,54533,Oberkail,54533%2C%20Oberkail,"{
   ""destination_addresses"" : [ ""54533 Oberkail, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""424 km"",
                  ""value"" : 424105
               },
               ""duration"" : {
                  ""text"" : ""4 hours 32 mins"",
                  ""value"" : 16322
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54533 Oberkail, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""431 km"",
                  ""value"" : 430830
               },
               ""duration"" : {
                  ""text"" : ""4 hours 40 mins"",
                  ""value"" : 16790
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54533 Oberkail, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '424 km', 'value': 424105}, 'duration': {'text': '4 hours 32 mins', 'value': 16322}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54533 Oberkail, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '431 km', 'value': 430830}, 'duration': {'text': '4 hours 40 mins', 'value': 16790}, 'status': 'OK'}]}], 'status': 'OK'}",424 km,4 hours 32 mins,431 km,4 hours 40 mins,272,280,536.16,536.16
BT163376,2016-12-11,2016-12-17,E108228,56242,Marienrachdorf,6,997.99,30.66,EUR,B100007,Consultant,2008-07-23,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,56242,Marienrachdorf,56242%2C%20Marienrachdorf,"{
   ""destination_addresses"" : [ ""Marienrachdorf, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""358 km"",
                  ""value"" : 357940
               },
               ""duration"" : {
                  ""text"" : ""3 hours 47 mins"",
                  ""value"" : 13645
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Marienrachdorf, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""365 km"",
                  ""value"" : 364666
               },
               ""duration"" : {
                  ""text"" : ""3 hours 55 mins"",
                  ""value"" : 14112
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Marienrachdorf, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '358 km', 'value': 357940}, 'duration': {'text': '3 hours 47 mins', 'value': 13645}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Marienrachdorf, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '365 km', 'value': 364666}, 'duration': {'text': '3 hours 55 mins', 'value': 14112}, 'status': 'OK'}]}], 'status': 'OK'}",358 km,3 hours 47 mins,365 km,3 hours 55 mins,227,235,997.99,997.99
BT143267,2010-03-05,2010-03-14,E108232,56564,Neuwied,9,1427.53,25.63,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,56564,Neuwied,56564%2C%20Neuwied,"{
   ""destination_addresses"" : [ ""56564 Neuwied, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""360 km"",
                  ""value"" : 359664
               },
               ""duration"" : {
                  ""text"" : ""3 hours 51 mins"",
                  ""value"" : 13884
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""56564 Neuwied, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""366 km"",
                  ""value"" : 366390
               },
               ""duration"" : {
                  ""text"" : ""3 hours 59 mins"",
                  ""value"" : 14352
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56564 Neuwied, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '360 km', 'value': 359664}, 'duration': {'text': '3 hours 51 mins', 'value': 13884}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['56564 Neuwied, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '366 km', 'value': 366390}, 'duration': {'text': '3 hours 59 mins', 'value': 14352}, 'status': 'OK'}]}], 'status': 'OK'}",360 km,3 hours 51 mins,366 km,3 hours 59 mins,231,239,1427.53,1427.53
BT143745,2010-04-25,2010-04-30,E108232,56754,Roes,5,787.23,29.72,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,56754,Roes,56754%2C%20Roes,"{
   ""destination_addresses"" : [ ""Roes, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""388 km"",
                  ""value"" : 388180
               },
               ""duration"" : {
                  ""text"" : ""4 hours 7 mins"",
                  ""value"" : 14834
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Roes, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""395 km"",
                  ""value"" : 394906
               },
               ""duration"" : {
                  ""text"" : ""4 hours 15 mins"",
                  ""value"" : 15302
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Roes, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '388 km', 'value': 388180}, 'duration': {'text': '4 hours 7 mins', 'value': 14834}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Roes, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '395 km', 'value': 394906}, 'duration': {'text': '4 hours 15 mins', 'value': 15302}, 'status': 'OK'}]}], 'status': 'OK'}",388 km,4 hours 7 mins,395 km,4 hours 15 mins,247,255,787.23,787.23
BT144589,2010-07-31,2010-08-05,E108232,31749,Auetal,5,782.29,32.8,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,31749,Auetal,31749%2C%20Auetal,"{
   ""destination_addresses"" : [ ""31749 Auetal, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""42.2 km"",
                  ""value"" : 42232
               },
               ""duration"" : {
                  ""text"" : ""30 mins"",
                  ""value"" : 1803
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""31749 Auetal, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""49.0 km"",
                  ""value"" : 48957
               },
               ""duration"" : {
                  ""text"" : ""38 mins"",
                  ""value"" : 2271
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['31749 Auetal, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '42.2 km', 'value': 42232}, 'duration': {'text': '30 mins', 'value': 1803}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['31749 Auetal, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '49.0 km', 'value': 48957}, 'duration': {'text': '38 mins', 'value': 2271}, 'status': 'OK'}]}], 'status': 'OK'}",42.2 km,30 mins,49.0 km,38 mins,30,38,0.0,0.0
BT146323,2011-02-18,2011-02-19,E108232,56729,Langenfeld,1,160.8,27.82,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,56729,Langenfeld,56729%2C%20Langenfeld,"{
   ""destination_addresses"" : [ ""56729 Langenfeld, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""379 km"",
                  ""value"" : 378558
               },
               ""duration"" : {
                  ""text"" : ""4 hours 2 mins"",
                  ""value"" : 14526
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""56729 Langenfeld, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""385 km"",
                  ""value"" : 385283
               },
               ""duration"" : {
                  ""text"" : ""4 hours 10 mins"",
                  ""value"" : 14994
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56729 Langenfeld, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '379 km', 'value': 378558}, 'duration': {'text': '4 hours 2 mins', 'value': 14526}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['56729 Langenfeld, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '385 km', 'value': 385283}, 'duration': {'text': '4 hours 10 mins', 'value': 14994}, 'status': 'OK'}]}], 'status': 'OK'}",379 km,4 hours 2 mins,385 km,4 hours 10 mins,242,250,160.8,160.8
BT147664,2011-08-18,2011-08-19,E108232,37639,Brille,1,155.72,26.01,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,37639,Brille,37639%2C%20Brille,"{
   ""destination_addresses"" : [ ""37639 Bevern, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""85.8 km"",
                  ""value"" : 85754
               },
               ""duration"" : {
                  ""text"" : ""1 hour 24 mins"",
                  ""value"" : 5065
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""37639 Bevern, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""76.3 km"",
                  ""value"" : 76299
               },
               ""duration"" : {
                  ""text"" : ""1 hour 17 mins"",
                  ""value"" : 4636
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37639 Bevern, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '85.8 km', 'value': 85754}, 'duration': {'text': '1 hour 24 mins', 'value': 5065}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['37639 Bevern, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '76.3 km', 'value': 76299}, 'duration': {'text': '1 hour 17 mins', 'value': 4636}, 'status': 'OK'}]}], 'status': 'OK'}",85.8 km,1 hour 24 mins,76.3 km,1 hour 17 mins,84,77,155.72,155.72
BT120467,2002-06-16,2002-06-19,E107672,37639,Brille,3,548.09,26.22,EUR,B100009,Consultant,1998-01-08,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,37639,Brille,37639%2C%20Brille,"{
   ""destination_addresses"" : [ ""37639 Bevern, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""85.8 km"",
                  ""value"" : 85754
               },
               ""duration"" : {
                  ""text"" : ""1 hour 24 mins"",
                  ""value"" : 5065
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""37639 Bevern, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""76.3 km"",
                  ""value"" : 76299
               },
               ""duration"" : {
                  ""text"" : ""1 hour 17 mins"",
                  ""value"" : 4636
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37639 Bevern, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '85.8 km', 'value': 85754}, 'duration': {'text': '1 hour 24 mins', 'value': 5065}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['37639 Bevern, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '76.3 km', 'value': 76299}, 'duration': {'text': '1 hour 17 mins', 'value': 4636}, 'status': 'OK'}]}], 'status': 'OK'}",85.8 km,1 hour 24 mins,76.3 km,1 hour 17 mins,84,77,548.09,548.09
BT149328,2012-02-26,2012-03-03,E108232,57632,Eulenberg,6,1156.18,27.11,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,57632,Eulenberg,57632%2C%20Eulenberg,"{
   ""destination_addresses"" : [ ""Eulenberg, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""339 km"",
                  ""value"" : 338654
               },
               ""duration"" : {
                  ""text"" : ""3 hours 37 mins"",
                  ""value"" : 13043
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Eulenberg, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""345 km"",
                  ""value"" : 345379
               },
               ""duration"" : {
                  ""text"" : ""3 hours 45 mins"",
                  ""value"" : 13511
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Eulenberg, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '339 km', 'value': 338654}, 'duration': {'text': '3 hours 37 mins', 'value': 13043}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Eulenberg, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '345 km', 'value': 345379}, 'duration': {'text': '3 hours 45 mins', 'value': 13511}, 'status': 'OK'}]}], 'status': 'OK'}",339 km,3 hours 37 mins,345 km,3 hours 45 mins,217,225,1156.18,1156.18
BT149891,2012-05-14,2012-05-21,E108232,31171,Nordstemmen,7,1239.97,25.86,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,31171,Nordstemmen,31171%2C%20Nordstemmen,"{
   ""destination_addresses"" : [ ""31171 Nordstemmen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""42.2 km"",
                  ""value"" : 42209
               },
               ""duration"" : {
                  ""text"" : ""45 mins"",
                  ""value"" : 2682
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""31171 Nordstemmen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""32.8 km"",
                  ""value"" : 32754
               },
               ""duration"" : {
                  ""text"" : ""38 mins"",
                  ""value"" : 2253
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['31171 Nordstemmen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '42.2 km', 'value': 42209}, 'duration': {'text': '45 mins', 'value': 2682}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['31171 Nordstemmen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '32.8 km', 'value': 32754}, 'duration': {'text': '38 mins', 'value': 2253}, 'status': 'OK'}]}], 'status': 'OK'}",42.2 km,45 mins,32.8 km,38 mins,45,38,0.0,0.0
BT151253,2012-11-01,2012-11-08,E108232,57645,Nister,7,1234.29,30.7,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,57645,Nister,57645%2C%20Nister,"{
   ""destination_addresses"" : [ ""57645 Nister, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""342 km"",
                  ""value"" : 342305
               },
               ""duration"" : {
                  ""text"" : ""3 hours 58 mins"",
                  ""value"" : 14272
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""57645 Nister, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""349 km"",
                  ""value"" : 349030
               },
               ""duration"" : {
                  ""text"" : ""4 hours 6 mins"",
                  ""value"" : 14740
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['57645 Nister, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '342 km', 'value': 342305}, 'duration': {'text': '3 hours 58 mins', 'value': 14272}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['57645 Nister, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '349 km', 'value': 349030}, 'duration': {'text': '4 hours 6 mins', 'value': 14740}, 'status': 'OK'}]}], 'status': 'OK'}",342 km,3 hours 58 mins,349 km,4 hours 6 mins,238,246,1234.29,1234.29
BT151918,2013-01-18,2013-01-26,E108232,37620,Tuchtfeld,8,1483.31,30.11,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,37620,Tuchtfeld,37620%2C%20Tuchtfeld,"{
   ""destination_addresses"" : [ ""Tuchtfeld, 37620 Halle, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""73.7 km"",
                  ""value"" : 73664
               },
               ""duration"" : {
                  ""text"" : ""1 hour 5 mins"",
                  ""value"" : 3919
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Tuchtfeld, 37620 Halle, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""62.6 km"",
                  ""value"" : 62564
               },
               ""duration"" : {
                  ""text"" : ""1 hour 4 mins"",
                  ""value"" : 3813
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Tuchtfeld, 37620 Halle, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '73.7 km', 'value': 73664}, 'duration': {'text': '1 hour 5 mins', 'value': 3919}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Tuchtfeld, 37620 Halle, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '62.6 km', 'value': 62564}, 'duration': {'text': '1 hour 4 mins', 'value': 3813}, 'status': 'OK'}]}], 'status': 'OK'}",73.7 km,1 hour 5 mins,62.6 km,1 hour 4 mins,65,64,1483.31,1483.31
BT153800,2013-08-30,2013-09-08,E108232,56290,Gödenroth,9,1686.24,31.36,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,56290,Gödenroth,56290%2C%20Gödenroth,"{
   ""destination_addresses"" : [ ""G\u00f6denroth, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""424 km"",
                  ""value"" : 423528
               },
               ""duration"" : {
                  ""text"" : ""4 hours 28 mins"",
                  ""value"" : 16105
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""G\u00f6denroth, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""430 km"",
                  ""value"" : 430254
               },
               ""duration"" : {
                  ""text"" : ""4 hours 36 mins"",
                  ""value"" : 16573
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Gödenroth, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '424 km', 'value': 423528}, 'duration': {'text': '4 hours 28 mins', 'value': 16105}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Gödenroth, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '430 km', 'value': 430254}, 'duration': {'text': '4 hours 36 mins', 'value': 16573}, 'status': 'OK'}]}], 'status': 'OK'}",424 km,4 hours 28 mins,430 km,4 hours 36 mins,268,276,1686.24,1686.24
BT154540,2013-12-07,2013-12-14,E108232,54673,Koxhausen,7,1239.2,31.97,EUR,B100007,Consultant,2008-09-14,96232.33,EUR,GER100003,Nentershausen,36214,51.01371,9.9364101,21,54673,Koxhausen,54673%2C%20Koxhausen,"{
   ""destination_addresses"" : [ ""54673 Koxhausen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""419 km"",
                  ""value"" : 419328
               },
               ""duration"" : {
                  ""text"" : ""4 hours 36 mins"",
                  ""value"" : 16583
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54673 Koxhausen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""426 km"",
                  ""value"" : 426053
               },
               ""duration"" : {
                  ""text"" : ""4 hours 44 mins"",
                  ""value"" : 17051
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54673 Koxhausen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '419 km', 'value': 419328}, 'duration': {'text': '4 hours 36 mins', 'value': 16583}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54673 Koxhausen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '426 km', 'value': 426053}, 'duration': {'text': '4 hours 44 mins', 'value': 17051}, 'status': 'OK'}]}], 'status': 'OK'}",419 km,4 hours 36 mins,426 km,4 hours 44 mins,276,284,1239.2,1239.2
